,manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,created_at_before,updated_at,real_start_date,real_end_date,genres,themes,demographics,authors,serializations,synopsis,background,main_picture,url,title_english,title_japanese,title_synonyms
26105,86595,Sword & Wizards: Haken no Koutei to Shichisei no Himekishi,light_novel,,13,currently_publishing,,,2015-03-01,,406,3,True,True,2015-02-18 23:35:54+00:00,2022-04-03 13:21:06+00:00,2015-03-01,,"['Action', 'Ecchi', 'Fantasy', 'Romance']",['Harem'],[],"[{'id': 19900, 'first_name': '', 'last_name': 'Niθ', 'role': 'Art'}, {'id': 21977, 'first_name': 'Yusura', 'last_name': 'Kankitsu', 'role': 'Story'}]",[],"Sorata Sasukiba has no aptitude for magic, but is a genius swordsman that inherited one of the most powerful swords from his father.

The story begins when he enrolls in Enbu Academy, one of the most prestigious magic schools that specializes in combating a mysterious ""anti-magic"" organization that wreaks havoc throughout the world.

There, he meets Felicia who is the number one magician and the leader of the Seven-Star Knights. This meeting would cause drastic changes the fate of the world. A new legend begins as the strongest swordsman is joined by seven magicians.",,https://cdn.myanimelist.net/images/manga/3/177727l.jpg,https://myanimelist.net/manga/86595/Sword___Wizards__Haken_no_Koutei_to_Shichisei_no_Himekishi,Sword & Wizards. The Emperor of Sword & Seven Lady Knights,ソード&ウィザーズ 覇剣の皇帝と七星の姫騎士,[]
26151,149333,Maou to Yuusha no Tatakai no Ura de,manga,,77,currently_publishing,,,2022-07-15,,403,1,True,True,2022-07-15 14:07:22+00:00,2023-03-22 20:46:48+00:00,2022-07-15,,"['Action', 'Fantasy']","['Isekai', 'Reincarnation', 'Video Game']",[],"[{'id': 60109, 'first_name': 'Yuuki', 'last_name': 'Suzuki', 'role': 'Story'}, {'id': 60111, 'first_name': 'Ranpei', 'last_name': 'Ashio', 'role': 'Art'}]",['Comic Gardo'],"A modern Japanese man reincarnated into a game as Welner von Zeavert. Though he reincarnated as a noble's son, he is neither the main character nor the hero of this world. He become someone who didn't even appear in the game. Plus, with only ""Spearmanship"" as his skill, he can't even join the hero party to clear main story. His small advantages are the fact that he became the hero's friend and his father's rather high status. He's nothing but a supporting character of the story.

Welner noted the game story that he knew from his past life, used it, along with his authority and influence as a noble, to survive from demon king army. But, without realizing it, the knowledge from his past life and his memories of the game story affected the world. He saved people that should have died and took care of events that didn't appear in the game. With that, he carved history of this world.

This is not a story about the hero. This is a story about struggle and effort of a young noble.

(Source: Shousetsuka ni Narou, translated)",,https://cdn.myanimelist.net/images/manga/3/272330l.jpg,https://myanimelist.net/manga/149333/Maou_to_Yuusha_no_Tatakai_no_Ura_de,Reincarnated into a Game as the Hero's Friend: Running the Kingdom Behind the Scenes,魔王と勇者の戦いの裏で,"[""Reincarnated into a Game as the Hero's Friend""]"
26163,146258,Victoria Winner Ostwen Ouhi wa Sekai de Ichiban Erasou de Aru,manga,,89,currently_publishing,,,2021-03-22,,402,1,True,True,2022-04-23 14:39:20+00:00,2022-04-25 02:31:25+00:00,2021-03-22,,"['Fantasy', 'Romance']",['Villainess'],[],"[{'id': 16881, 'first_name': 'Hajime', 'last_name': 'Shinjou', 'role': 'Art'}, {'id': 57637, 'first_name': 'Matsuri', 'last_name': 'Kuragezaki', 'role': 'Story'}]",['Palcy'],"Prince Frederick has announced that he is canceling his engagement to Lady Victoria Winner. An ordinary young lady might have cried or even broken out in anger at this declaration, but not Lady Victoria. Instead, she coolly declares, ""I have not given permission to this cancellation.""

A broken engagement, assassins, and vicious bullying in the royal capital. This is a romantic comedy about Lady Victoria, the ""Villainous Young Lady"" who exceeds all expectations of a villainess, and how she proudly and arrogantly faces these absurd situations.

(Source: Kodansha, translated)",,https://cdn.myanimelist.net/images/manga/1/258957l.jpg,https://myanimelist.net/manga/146258/Victoria_Winner_Ostwen_Ouhi_wa_Sekai_de_Ichiban_Erasou_de_Aru,Queen Victoria Winner Ostwen Looks Like the Greatest in the World,ヴィクトリア・ウィナー・オーストウェン王妃は世界で一番偉そうである,['Queen Victoria Winner Ostwen Is the Proudest in the World']
26188,132143,"Nichijou dewa Saenai Tada no Ossan, Hontou wa Chijou Saikyou no Senshin",manga,,68,currently_publishing,,,2019-03-01,,401,0,True,True,2020-12-24 08:33:10+00:00,2021-08-31 12:52:37+00:00,2019-03-01,,"['Action', 'Adventure', 'Fantasy']",[],[],"[{'id': 25275, 'first_name': 'Jin', 'last_name': 'Aino', 'role': 'Story'}, {'id': 53196, 'first_name': 'Hajime', 'last_name': 'Taguchi', 'role': 'Art'}]",['Dra-Dra Sharp#'],"Bar, an ordinary middle-aged mister and a veteran adventurer, lived an easy, comforting life in the Imperial Capital. He would carry items for adventuring parties or help the guild's staff from time to time.

""Mr. Bar, glad to have you today!""

""Thank you for your words.""

That uncle who was liked by everyone in the capital, was actually the strongest arsenal of the Empire—one of the ""Laevateinn""—Bartolomeus.

""Please step forward, Lord Bar.""

With a delicate and beautiful elven girl, Welhe Mina, to back him up, his gallant figure racing across the battlefield or the political battleground was simply godly—like a War God. The heroic tales of the dowdy adventurer AND the mightiest arsenal starts here!

(Source: Kadokawa, translated)",,https://cdn.myanimelist.net/images/manga/3/238831l.jpg,https://myanimelist.net/manga/132143/Nichijou_dewa_Saenai_Tada_no_Ossan_Hontou_wa_Chijou_Saikyou_no_Senshin,A Normally Dowdy Man Is in Essence the Mightiest War-God.,日常ではさえないただのおっさん、本当は地上最強の戦神,['That Ordinary Mister Is a War God']
26224,136697,Your Forma: Densakukan Echika to Kikaishikake no Aibou,light_novel,,40,currently_publishing,,,2021-03-10,,397,12,True,True,2021-05-17 23:38:14+00:00,2022-06-06 21:41:26+00:00,2021-03-10,,"['Mystery', 'Sci-Fi']",['Detective'],[],"[{'id': 34747, 'first_name': 'Tsubata', 'last_name': 'Nozaki', 'role': 'Art'}, {'id': 54536, 'first_name': 'Mareho', 'last_name': 'Kikuishi', 'role': 'Story'}]",[],"In an alternate 2023, the Your Forma, a miraculous ""smart thread"" technology initially developed to treat a massive outbreak of viral encephalitis, has become an integral part of daily life. But these convenient devices come with an invasive drawback—they record every sight, sound, and even emotion their users experience.

For electronic investigator Echika Hieda, diving into peoples' memories via the Your Forma and hunting for evidence to solve the toughest crimes is all part of a day's work. The problem is, she's so good at what she does that her assistants literally fry their brains trying to keep up with her. After putting one too many aides in the hospital, the top brass finally furnish Echika with a partner on her level, a brilliant yet cheeky android named Harold Lucraft. Does this unlikely duo have what it takes to resolve their mutual suspicions and avert a deadly technological infection from sweeping across the globe before it's too late?

(Source: Yen Press)","Your Forma: Densakukan Echika to Kikaishikake no Aibou won a Grand Prize at the 27th Dengeki Novel Awards. The series has been published in English as Your Forma: Electronic Investigator Echika and Her Amicus Ex Machina by Yen Press under the Yen On imprint since June 7, 2022.",https://cdn.myanimelist.net/images/manga/1/246178l.jpg,https://myanimelist.net/manga/136697/Your_Forma__Densakukan_Echika_to_Kikaishikake_no_Aibou,Your Forma: Electronic Investigator Echika and Her Amicus Ex Machina,ユア・フォルマ 電索官エチカと機械仕掛けの相棒,[]
26228,121030,Saigo no Isha wa Sakura wo Miagete Kimi wo Omou,manga,,34,finished,3.0,21.0,2018-05-21,2020-01-20,397,1,True,True,2019-08-08 14:01:21+00:00,2020-09-23 19:16:56+00:00,2018-05-21,2020-01-20,['Drama'],"['Medical', 'Psychological']",[],"[{'id': 37143, 'first_name': 'Atsuto', 'last_name': 'Ninomiya', 'role': 'Story'}, {'id': 52054, 'first_name': 'Kyuu', 'last_name': 'Hachikawa', 'role': 'Art'}]",['Comic Corona'],"A doctor who believes that people with terminal illness should be allowed to die a peaceful death at a time of their own choosing and a doctor who will not give up on fighting for his patients no matter how hopeless the disease... What happens when these two men clash?

(Source: Fallen Angels Scans)",,https://cdn.myanimelist.net/images/manga/3/220506l.jpg,https://myanimelist.net/manga/121030/Saigo_no_Isha_wa_Sakura_wo_Miagete_Kimi_wo_Omou,The Last Doctors Think of You Whenever They Look Up to Cherry Blossoms.,最後の医者は桜を見上げて君を想う,['The Last Doctor Thinks of You as He Gazes at the Cherry Blossoms']
26285,151220,Henkyou no Renkinjutsushi: Imasara Yosan Zero no Shokuba ni Modoru toka Mou Muri,manga,,86,currently_publishing,,,2021-07-21,,392,0,True,True,2022-09-04 00:18:41+00:00,2023-05-05 13:02:33+00:00,2021-07-21,,"['Adventure', 'Comedy', 'Fantasy']",[],[],"[{'id': 65619, 'first_name': '', 'last_name': 'Guntao', 'role': 'Art'}, {'id': 65620, 'first_name': 'Ponta', 'last_name': 'Otete', 'role': 'Story'}]",['ComicWalker'],"Roost, an alchemist who specialized in basic research, found out that the guild's bureaucrats didn't understand his work and cut his budget to zero for the next fiscal year. Realizing that there was no future for him at the Alchemist Guild, he decided to resign. However, Roost was in fact the world's top alchemist, and the materials he produced were at an extremely high level that no one else can recreate. After Roost's resignation, the guild fell into turmoil, but it was too late.

Freed from the confines of his former workplace, Roost will begin a slow life on the frontier, developing new alchemy at his leisure!

(Source: Kadokawa, translated)",,https://cdn.myanimelist.net/images/manga/3/281479l.jpg,https://myanimelist.net/manga/151220/Henkyou_no_Renkinjutsushi__Imasara_Yosan_Zero_no_Shokuba_ni_Modoru_toka_Mou_Muri,The Frontier Alchemist: I Can't Go Back to That Job After You Made My Budget Zero,辺境の錬金術師 ～今更予算ゼロの職場に戻るとかもう無理～,[]
26288,125035,"Shinimodori, Subete wo Sukuu Tame ni Saikyou e to Itaru",light_novel,,76,currently_publishing,,,2019-01-18,,391,4,True,True,2020-03-11 02:24:16+00:00,2022-07-27 17:38:02+00:00,2019-01-18,,"['Action', 'Adventure', 'Fantasy']",['Time Travel'],[],"[{'id': 50663, 'first_name': '', 'last_name': 'Shiryu', 'role': 'Story'}, {'id': 50910, 'first_name': 'Nari', 'last_name': 'Teshima', 'role': 'Art'}]",[],"Eric has had a hard life. At the age of 16, his village was overrun by monsters, who killed his friends and family. He soon became a soldier, but failed to save the life of the woman he loved. In the end, he died on the battlefield, surrounded by the bodies of those who he couldn’t protect. When Eric wakes up, he finds himself in a baby’s body. Realizing he has been reincarnated, he quickly wonders what is going on before he gets another shocker: the man and woman who are raising him are in fact his previous life’s parents! That’s right - Eric was reincarnated, but as himself. No alternate worlds, no skill trees, just his memories sent back to the moment he popped out of his mother. Armed with the knowledge of his past self, Eric vows to save everyone now that the universe has pushed the reset button for him.

(Source: MU)",,https://cdn.myanimelist.net/images/manga/3/227910l.jpg,https://myanimelist.net/manga/125035/Shinimodori_Subete_wo_Sukuu_Tame_ni_Saikyou_e_to_Itaru,"As he respawn, he aims for the invincibility to save everything.",死に戻り、全てを救うために最強へと至る,"['After Being Reborn, I Became the Strongest to Save Everyone']"
26399,150917,Cheat na Tablet wo Motte Kaiteki Isekai Seikatsu,manga,,68,currently_publishing,,,2020-10-13,,381,1,True,True,2022-08-27 15:42:31+00:00,2022-10-09 19:32:24+00:00,2020-10-13,,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",[],"[{'id': 56520, 'first_name': 'Island', 'last_name': 'Takarano', 'role': 'Art'}, {'id': 60653, 'first_name': '', 'last_name': 'Chibisuke', 'role': 'Story'}]",['AlphaPolis Web Manga'],"Kento Yamazaki, an ordinary boy who isn't particularly special, realizes after a while that he is reincarnated into a different world holding a tablet?! He acquires housework skills as he makes delicious food and cleans up in a short time by using apps on his tablet. He finds himself in the adventurer's party, called ""Daybreak,"" in which unique characters, such as a beautiful elf and a cute boy with glasses, who does not talk much, get together. Time to start his carefree life in a different world, tablet in hand!

(Source: AlphaPolis)",Cheat na Tablet wo Motte Kaiteki Isekai Seikatsu has been published digitally in English as Cheating My Way through a Different World with My Tablet to Live a Comfortable Life by AlphaPolis through Alpha Manga.,https://cdn.myanimelist.net/images/manga/3/267448l.jpg,https://myanimelist.net/manga/150917/Cheat_na_Tablet_wo_Motte_Kaiteki_Isekai_Seikatsu,Cheating My Way through a Different World with My Tablet to Live a Comfortable Life,チートなタブレットを持って快適異世界生,"['Living Comfortably in a Different World with a Cheat Tablet', 'Comfortable Life in Another World with Cheat Tablets']"
26415,130174,"Hira Yakunin Yatte 1500-nen, Maou no Chikara de Daijin ni Sarechaimashita",light_novel,,73,finished,1.0,12.0,2019-09-13,2019-09-13,379,3,True,True,2020-09-29 18:07:03+00:00,2021-11-01 21:23:54+00:00,2019-09-13,2019-09-13,"['Comedy', 'Fantasy']",[],[],"[{'id': 18255, 'first_name': 'Kisetsu', 'last_name': 'Morita', 'role': 'Story'}, {'id': 38982, 'first_name': '', 'last_name': 'Benio', 'role': 'Art'}]",[],"A devil's work is never done!

Beelzebub is a demon of many roles—minister of agriculture, Azusa's ""big sister"" and the demon king's closest confidant. Before her illustrious rise to power, though, she was just a low-ranking pencil pusher in the government with no ambitions, no dreams, and no adventure in her life. Then, on a whim of the newly coronated demon king, she received the biggest and most terrifying promotion imaginable! How will Beelzebub handle the sudden responsibilities of the entire Ministry of Agriculture?!

(Source: Yen Press)","Hira Yakunin Yatte 1500-nen, Maou no Chikara de Daijin ni Sarechaimashita was published in English as I Was a Bottom-Tier Bureaucrat for 1,500 Years, and the Demon King Made Me a Minister by Yen Press under its Yen On imprint on March 30, 2021.",https://cdn.myanimelist.net/images/manga/1/237493l.jpg,https://myanimelist.net/manga/130174/Hira_Yakunin_Yatte_1500-nen_Maou_no_Chikara_de_Daijin_ni_Sarechaimashita,"I Was a Bottom-Tier Bureaucrat for 1,500 Years, and the Demon King Made Me a Minister",ヒラ役人やって１５００年、魔王の力で大臣にされちゃいました,"['A Deal with the Devil, Her Dark Ministry, Bumped-up Beelzebub', ""Public Service x 1500 years + Pecola's Magic = Minister of Agriculture""]"
26431,142465,Buta no Liver wa Kanetsu Shiro,manga,,61,currently_publishing,,,2020-08-27,,378,2,True,True,2021-12-13 23:49:28+00:00,2021-12-15 06:42:57+00:00,2020-08-27,,"['Comedy', 'Fantasy']",[],[],"[{'id': 53534, 'first_name': 'Takuma', 'last_name': 'Sakai', 'role': 'Story'}, {'id': 56037, 'first_name': '', 'last_name': 'Minami', 'role': 'Art'}]",['Dengeki Maoh'],,,https://cdn.myanimelist.net/images/manga/2/253282l.jpg,https://myanimelist.net/manga/142465/Buta_no_Liver_wa_Kanetsu_Shiro,Heat the Pig Liver: The Story of a Man Turned Into a Pig,豚のレバーは加熱しろ,[]
